name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13.073091, 121.388563",12/2/2010,84.8,77.3,80.6,95.5,77.3,85.6,76.6,87.89,0,,0,,,,,6.7,65.7,1009.3,84.3,8.3,,,,,2010-12-02T06:01:25,2010-12-02T17:25:55,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",12/3/2010,83,76.4,80,93.1,76.4,83.8,76,87.74,0.02,,28.57,,,,,4.5,61.4,1010.1,91.4,8.3,,,,,2010-12-03T06:01:57,2010-12-03T17:26:09,0.97,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",12/4/2010,84.8,76.2,80.9,98.8,76.2,87.1,76.4,86.51,0,,0,,,,,6.7,57.5,1009.2,82.5,8.6,,,,,2010-12-04T06:02:30,2010-12-04T17:26:24,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",12/5/2010,82.5,78,80.6,92.9,78,86.2,76.6,87.69,0.3,,25,,,,,6.7,65.7,1008.4,81.3,8.3,,,,,2010-12-05T06:03:03,2010-12-05T17:26:40,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",12/6/2010,85.7,78.5,81.9,98.6,78.5,88.9,77.1,85.76,0,,0,,,,,2.2,72.5,1008,76.3,8.7,,,,,2010-12-06T06:03:36,2010-12-06T17:26:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",12/7/2010,85.7,78.2,81.3,98.1,78.2,86.7,76.7,86.03,0.02,,14.29,,,,,2.2,67.5,1008.4,92.9,9.1,,,,,2010-12-07T06:04:09,2010-12-07T17:27:15,0.02,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",12/8/2010,80.9,76.4,78.6,86.5,76.4,79.9,74.2,86.66,0.2,,12.5,,,,,6.7,71.3,1008,95,7.2,,,,,2010-12-08T06:04:42,2010-12-08T17:27:34,0.04,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",12/9/2010,81.2,76.4,78.3,87,76.4,79,73.5,84.44,0.01,,12.5,,,,,8.9,60,1008.2,98.8,7.1,,,,,2010-12-09T06:05:16,2010-12-09T17:27:54,0.07,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",12/10/2010,83,75.5,78.9,89.7,75.5,81.2,73.5,83.63,0,,0,,,,,6.7,63.3,1008.7,95,6.9,,,,,2010-12-10T06:05:49,2010-12-10T17:28:15,0.11,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",12/11/2010,85.7,76.7,79.7,99,76.7,82.8,75.3,86.43,0,,0,,,,,4.5,110,1008.4,65,8.9,,,,,2010-12-11T06:06:22,2010-12-11T17:28:37,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",12/12/2010,80,76.4,78.3,80,76.4,78.3,74.7,88.7,0.1,,25,,,,,4.5,86.3,1007.3,90,8.2,,,,,2010-12-12T06:06:55,2010-12-12T17:29:00,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",12/13/2010,84.5,77.6,80.2,95.3,77.6,83.7,76.3,87.88,0.31,,12.5,,,,,4.5,106.7,1009,67.5,8.3,,,,,2010-12-13T06:07:28,2010-12-13T17:29:23,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",12/14/2010,84.8,77.3,80.9,98.8,77.3,86.1,77.3,88.94,0.06,,14.29,,,,,4.5,85,1009.9,72.9,9.2,,,,,2010-12-14T06:08:00,2010-12-14T17:29:47,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",12/15/2010,86.1,73.5,79.4,99.9,73.5,83.5,75.4,87.77,0.24,,25,,,,,6.7,92.9,1008.6,81.3,7.5,,,,,2010-12-15T06:08:33,2010-12-15T17:30:12,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",12/16/2010,86.3,76.7,80.6,99,76.7,85.2,76,86.19,0,,0,,,,,2.2,84,1008,72.9,8.6,,,,,2010-12-16T06:09:05,2010-12-16T17:30:38,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",12/17/2010,82.1,76.4,78.1,89.7,76.4,79.2,74.8,89.73,0.18,,28.57,,,,,4.5,94.3,1009.1,92.9,6.6,,,,,2010-12-17T06:09:37,2010-12-17T17:31:05,0.42,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,98431099999
"13.073091, 121.388563",12/18/2010,81.8,76.2,78.5,89.8,76.2,80.3,75.3,89.98,0.12,,12.5,,,,,6.7,56.3,1010.5,100,7.9,,,,,2010-12-18T06:10:09,2010-12-18T17:31:32,0.45,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",12/19/2010,84.5,77.6,80.7,95.9,77.6,84.6,76.4,87,0,,0,,,,,4.5,65,1010.8,71.3,9,,,,,2010-12-19T06:10:40,2010-12-19T17:32:00,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",12/20/2010,82.7,77.3,79.5,91.9,77.3,81.8,76.5,90.58,0.32,,37.5,,,,,6.7,67.5,1010.2,97.5,8.3,,,,,2010-12-20T06:11:11,2010-12-20T17:32:29,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",12/21/2010,82.7,75.8,78.9,91.2,75.8,81.2,75.2,88.56,0.14,,28.57,,,,,4.5,115.7,1009.2,85.7,7.9,,,,,2010-12-21T06:11:41,2010-12-21T17:32:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",12/22/2010,84.3,76.7,79.4,92.7,76.7,81.9,73.7,82.95,0.08,,12.5,,,,,4.5,92.5,1007.4,78.8,8.2,,,,,2010-12-22T06:12:11,2010-12-22T17:33:27,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",12/23/2010,79.8,75.5,77.1,79.8,75.5,77.1,73.4,88.52,0.38,,42.86,,,,,6.7,92.5,1008.5,92.9,7.2,,,,,2010-12-23T06:12:41,2010-12-23T17:33:58,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",12/24/2010,83,75.3,78.3,91.8,75.3,79.4,74.3,87.48,0.08,,12.5,,,,,4.5,111.3,1007.6,95,7.6,,,,,2010-12-24T06:13:10,2010-12-24T17:34:28,0.56,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",12/25/2010,80.9,76.4,78.4,86.5,76.4,79.8,74.3,87.59,0.03,,25,,,,,4.5,68.8,1007.2,83.8,7.5,,,,,2010-12-25T06:13:38,2010-12-25T17:35:00,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",12/26/2010,80,76.4,77.6,80,76.4,77.6,73.1,86.33,0,,12.5,,,,,6.7,54.3,1009.1,96.3,7.1,,,,,2010-12-26T06:14:06,2010-12-26T17:35:31,0.66,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",12/27/2010,82.1,76.2,78.8,88.5,76.2,80.4,73.5,84.13,0,,0,,,,,6.7,63.8,1010.4,91.3,8.5,,,,,2010-12-27T06:14:34,2010-12-27T17:36:03,0.72,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",12/28/2010,83.9,76.7,79.2,92.6,76.7,82,75.2,88.02,0.63,,25,,,,,4.5,68.6,1009.9,83.8,8.5,,,,,2010-12-28T06:15:00,2010-12-28T17:36:36,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",12/29/2010,82.7,74.6,77.5,91.2,74.6,78.6,74.8,91.47,1.66,,50,,,,,4.5,118.6,1009.9,86.3,6.4,,,,,2010-12-29T06:15:26,2010-12-29T17:37:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",12/30/2010,80,74.6,77.3,80,74.6,77.3,74.5,91.24,1.14,,12.5,,,,,2.2,125,1009.4,91.3,8.2,,,,,2010-12-30T06:15:51,2010-12-30T17:37:42,0.88,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",12/31/2010,80.7,76.2,78.4,87,76.2,79.2,74.5,88.14,0,,0,,,,,4.5,76.7,1009.7,100,8.9,,,,,2010-12-31T06:16:16,2010-12-31T17:38:15,0.92,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",1/1/2011,81.2,75.3,78.1,88,75.3,79,73.8,86.65,0.22,,12.5,,,,,6.7,77.5,1010.3,100,8.2,,,,,2011-01-01T06:16:40,2011-01-01T17:38:48,0.96,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",1/2/2011,81.2,76.4,78.2,88.5,76.4,79.1,73.6,85.85,0.06,,25,,,,,6.7,91.3,1012.1,98.8,8.2,,,,,2011-01-02T06:17:03,2011-01-02T17:39:22,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",1/3/2011,78,76.2,77,78,76.2,77,70.2,79.56,0.04,,25,,,,,6.7,75,1012.6,100,8.2,,,,,2011-01-03T06:17:25,2011-01-03T17:39:56,1,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",1/4/2011,82.5,75.3,78.4,90.1,75.3,80.1,72.7,82.67,0,,0,,,,,8.9,90,1012.8,73.8,8.7,,,,,2011-01-04T06:17:46,2011-01-04T17:40:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/5/2011,79.4,76.2,77.7,79.4,76.2,77.7,72,83.44,0.03,,12.5,,,,,4.5,72.5,1011.8,93.8,8.3,,,,,2011-01-05T06:18:07,2011-01-05T17:41:04,0.01,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,98431099999
"13.073091, 121.388563",1/6/2011,80.3,74.9,77.8,85.5,74.9,78.5,72.2,82.86,0,,0,,,,,4.5,63.8,1010.9,93.8,8.2,,,,,2011-01-06T06:18:26,2011-01-06T17:41:38,0.02,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",1/7/2011,83,75.5,78.6,88.1,75.5,79.7,71.3,78.71,0,,0,,,,,6.7,76.3,1011.2,91.3,8.1,,,,,2011-01-07T06:18:45,2011-01-07T17:42:12,0.05,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",1/8/2011,79.8,75.5,77.6,79.8,75.5,77.6,72.4,84.12,0,,0,,,,,8.9,58.8,1011.1,97.5,8.1,,,,,2011-01-08T06:19:03,2011-01-08T17:42:46,0.08,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",1/9/2011,82.7,76.2,79.1,90.9,76.2,81.7,74.7,86.78,0.02,,12.5,,,,,6.7,67.5,1009.3,86.3,8.5,,,,,2011-01-09T06:19:20,2011-01-09T17:43:20,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",1/10/2011,80.9,76.4,77.7,87.2,76.4,78.5,74.9,91.12,0.22,,37.5,,,,,6.7,71.3,1008,90,8,,,,,2011-01-10T06:19:36,2011-01-10T17:43:54,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",1/11/2011,77.1,74.4,75.6,77.1,74.4,75.6,72.3,89.45,0.75,,75,,,,,4.5,90,1008.7,100,7.4,,,,,2011-01-11T06:19:50,2011-01-11T17:44:28,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",1/12/2011,80,72.2,76.6,80,72.2,76.6,72.8,88.04,0,,0,,,,,4.5,124.3,1007.7,97.5,7.4,,,,,2011-01-12T06:20:04,2011-01-12T17:45:02,0.25,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",1/13/2011,83,76.2,78.3,90.8,76.2,79.3,74.5,88.22,0,,0,,,,,6.7,78.6,1008.2,83.8,7.3,,,,,2011-01-13T06:20:17,2011-01-13T17:45:36,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/14/2011,83,74.9,78.9,91.5,74.9,81.7,74.2,85.71,0,,0,,,,,4.5,117.5,1007.9,83.8,7.8,,,,,2011-01-14T06:20:29,2011-01-14T17:46:09,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/15/2011,84.3,75.8,79.5,93.7,75.8,82.8,75.5,87.86,0.12,,12.5,,,,,2.2,196.7,1007.7,96.3,8.5,,,,,2011-01-15T06:20:40,2011-01-15T17:46:42,0.39,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",1/16/2011,77.6,74,75.7,77.6,74,75.7,71.9,88.03,0.6,,37.5,,,,,6.7,71.3,1010.2,98.8,7.6,,,,,2011-01-16T06:20:49,2011-01-16T17:47:15,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",1/17/2011,77.3,74.4,75.6,77.3,74.4,75.6,69,80.08,0,,0,,,,,6.7,61.3,1013,100,7.9,,,,,2011-01-17T06:20:58,2011-01-17T17:47:47,0.46,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",1/18/2011,75.8,71.7,74.4,75.8,71.7,74.4,70.8,88.72,0.43,,50,,,,,4.5,101.4,1013.1,100,7.8,,,,,2011-01-18T06:21:06,2011-01-18T17:48:20,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",1/19/2011,83,73.7,77.5,91.4,73.7,78.6,73.2,86.76,0,,0,,,,,4.5,131.3,1009.7,90,8.2,,,,,2011-01-19T06:21:12,2011-01-19T17:48:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/20/2011,81.8,74.6,77.3,88.5,74.6,78.1,74.1,90.27,0.44,,25,,,,,2.2,122.5,1009.4,92.5,7.7,,,,,2011-01-20T06:21:17,2011-01-20T17:49:23,0.51,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",1/21/2011,84.5,74.9,78.5,93.5,74.9,81.2,74,86.27,0.02,,12.5,,,,,4.5,120,1009.3,81.3,8.2,,,,,2011-01-21T06:21:22,2011-01-21T17:49:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",1/22/2011,84.3,75.3,79.3,95,75.3,82.4,75,86.92,0,,0,,,,,6.7,81.7,1010.9,80,8.5,,,,,2011-01-22T06:21:25,2011-01-22T17:50:25,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/23/2011,84.5,77.6,80,94.4,77.6,83,75.3,85.86,0,,0,,,,,4.5,71.3,1012,66.3,9,,,,,2011-01-23T06:21:27,2011-01-23T17:50:56,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/24/2011,83.9,77.1,79.4,92.6,77.1,82.5,75.1,86.86,0.08,,14.29,,,,,6.7,76.7,1012.1,84.3,9.1,,,,,2011-01-24T06:21:28,2011-01-24T17:51:26,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",1/25/2011,80.7,75.8,78.2,85.6,75.8,79.4,72.7,83.26,0.05,,25,,,,,8.9,80,1014.2,95,8.5,,,,,2011-01-25T06:21:28,2011-01-25T17:51:55,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",1/26/2011,83,75.5,78.4,88.2,75.5,79.1,71.9,80.72,0.04,,12.5,,,,,6.7,82.5,1015.4,87.5,7.8,,,,,2011-01-26T06:21:27,2011-01-26T17:52:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",1/27/2011,83.6,76.2,78.9,89.6,76.2,80.2,71.8,79.27,0.01,,12.5,,,,,6.7,57.1,1015.5,86.3,7.8,,,,,2011-01-27T06:21:24,2011-01-27T17:52:53,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",1/28/2011,82.5,76.4,78.8,88.2,76.4,80.1,71.7,79.2,0.02,,12.5,,,,,4.5,68.8,1014.1,73.8,7.8,,,,,2011-01-28T06:21:21,2011-01-28T17:53:20,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",1/29/2011,82.5,75.8,78.4,88.8,75.8,79.8,71.1,78.44,0,,0,,,,,6.7,94.3,1013.3,72.5,8.7,,,,,2011-01-29T06:21:16,2011-01-29T17:53:48,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",1/30/2011,81.8,76.4,77.8,89.8,76.4,78.9,70.6,78.57,0.08,,12.5,,,,,8.9,75,1013.9,81.3,8.7,,,,,2011-01-30T06:21:11,2011-01-30T17:54:15,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",1/31/2011,77.3,73.5,74.9,77.3,73.5,74.9,71.3,88.7,0.5,,37.5,,,,,6.7,87.5,1013.8,95,7.8,,,,,2011-01-31T06:21:04,2011-01-31T17:54:41,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",2/1/2011,79.8,73.5,76.2,79.8,73.5,76.2,70,81.28,0,,0,,,,,6.7,68.8,1014.2,95,8.4,,,,,2011-02-01T06:20:56,2011-02-01T17:55:07,0.99,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",2/2/2011,78.9,73.5,75.6,78.9,73.5,75.7,68.2,78.07,0.01,,12.5,,,,,6.7,78.6,1013.5,96.3,7.1,,,,,2011-02-02T06:20:47,2011-02-02T17:55:32,1,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",2/3/2011,77.3,71.7,75.2,77.3,71.7,75.2,69.9,83.72,0.02,,14.29,,,,,4.5,138.6,1011.9,97.1,8,,,,,2011-02-03T06:20:37,2011-02-03T17:55:57,0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",2/4/2011,79.8,73.1,76.8,79.8,73.1,76.8,72.7,87.28,0.1,,28.57,,,,,4.5,110,1009.7,97.1,7.5,,,,,2011-02-04T06:20:26,2011-02-04T17:56:21,0.01,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",2/5/2011,79.8,74,77,79.8,74,77,71.6,83.43,0,,0,,,,,4.5,85,1010.1,95,8.4,,,,,2011-02-05T06:20:14,2011-02-05T17:56:44,0.03,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",2/6/2011,79.8,74.6,76.7,79.8,74.6,76.7,73.9,91.26,0.3,,50,,,,,4.5,93.3,1009.7,97.5,7.6,,,,,2011-02-06T06:20:01,2011-02-06T17:57:07,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",2/7/2011,80.9,75.3,77.1,87,75.3,78.3,74.6,92.06,0.08,,20,,,,,2.2,82.5,1008.5,92,7.5,,,,,2011-02-07T06:19:46,2011-02-07T17:57:30,0.08,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",2/8/2011,84.3,74.9,78.5,93.2,74.9,80.8,74,86.5,0.35,,25,,,,,2.2,146.7,1006.6,60,8.9,,,,,2011-02-08T06:19:31,2011-02-08T17:57:51,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",2/9/2011,84.5,76.4,79.4,94.7,76.4,82,75.2,87.43,0,,0,,,,,2.2,93.3,1007.1,55,9.6,,,,,2011-02-09T06:19:15,2011-02-09T17:58:12,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/10/2011,84.3,77.6,80.4,93.2,77.6,84,75.3,84.71,0,,0,,,,,2.2,73.3,1008.6,67.5,9.3,,,,,2011-02-10T06:18:58,2011-02-10T17:58:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/11/2011,85.7,77.1,80.6,96.4,77.1,84.9,75.5,84.86,0,,0,,,,,4.5,165,1009.1,67.5,8.4,,,,,2011-02-11T06:18:40,2011-02-11T17:58:53,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/12/2011,78.9,76.4,77.3,78.9,76.4,77.4,72.5,85.15,0.03,,14.29,,,,,8.9,62.9,1010.8,98.6,8.9,,,,,2011-02-12T06:18:21,2011-02-12T17:59:12,0.31,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",2/13/2011,79.8,74.6,76.8,79.8,74.6,76.8,71.2,83.05,0,,0,,,,,6.7,111.3,1011.8,100,8.1,,,,,2011-02-13T06:18:00,2011-02-13T17:59:31,0.36,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",2/14/2011,83.9,74.4,78.5,91.5,74.4,80.9,73.1,83.91,0,,0,,,,,4.5,95,1011.6,68.8,8.4,,,,,2011-02-14T06:17:39,2011-02-14T17:59:49,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/15/2011,82.7,75.8,78.2,90.2,75.8,79.8,72.5,82.74,0.06,,12.5,,,,,6.7,81.3,1012.9,80,8.5,,,,,2011-02-15T06:17:18,2011-02-15T18:00:06,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",2/16/2011,83.6,74.6,78.5,91.2,74.6,80.8,72.6,82.1,0,,0,,,,,6.7,78.8,1014.2,83.8,8.5,,,,,2011-02-16T06:16:55,2011-02-16T18:00:23,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/17/2011,83.9,76.7,79.7,91.5,76.7,82.2,74.2,83.56,0,,0,,,,,6.7,81.4,1013,72.5,8.7,,,,,2011-02-17T06:16:31,2011-02-17T18:00:40,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/18/2011,83.9,75.8,79,92.3,75.8,81.6,73.8,84.47,0,,0,,,,,4.5,80,1011.8,73.8,8.9,,,,,2011-02-18T06:16:06,2011-02-18T18:00:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/19/2011,83.9,75.3,79.2,90.8,75.3,81.3,72.1,79.33,0,,0,,,,,4.5,82.5,1012.3,63.8,9.4,,,,,2011-02-19T06:15:41,2011-02-19T18:01:10,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/20/2011,83.9,75.5,79.1,88.7,75.5,81,71.9,79.09,0,,0,,,,,6.7,102.5,1013,66.3,9.5,,,,,2011-02-20T06:15:15,2011-02-20T18:01:25,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/21/2011,83.9,74.6,78.9,89.1,74.6,80.5,70.5,75.78,0,,0,,,,,4.5,133.8,1012.8,43.8,9.3,,,,,2011-02-21T06:14:48,2011-02-21T18:01:39,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/22/2011,82.5,76.4,78.1,86.7,76.4,79.2,70.6,78.09,0,,0,,,,,4.5,108.3,1012.6,82.9,7.6,,,,,2011-02-22T06:14:20,2011-02-22T18:01:53,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/23/2011,82.1,75.5,78.2,85.2,75.5,79.4,69.3,74.65,0.01,,12.5,,,,,4.5,88.8,1012.5,83.8,8.4,,,,,2011-02-23T06:13:52,2011-02-23T18:02:06,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",2/24/2011,83.6,74.9,78.3,87.8,74.9,79.4,68.9,73.44,0,,0,,,,,4.5,83.8,1011.7,77.5,8.1,,,,,2011-02-24T06:13:22,2011-02-24T18:02:18,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/25/2011,84.8,75.3,78.8,89.4,75.3,80.1,68.8,71.79,0,,0,,,,,6.7,58.8,1011.3,68.8,7.8,,,,,2011-02-25T06:12:53,2011-02-25T18:02:30,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/26/2011,83.9,75.3,78.5,88.3,75.3,79.8,69.1,73.58,0,,0,,,,,4.5,100,1011.7,72.5,8.1,,,,,2011-02-26T06:12:22,2011-02-26T18:02:42,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",2/27/2011,82.7,75.5,77.6,89.7,75.5,78.5,72.8,85.4,0.2,,50,,,,,6.7,95,1011.3,95,8.4,,,,,2011-02-27T06:11:51,2011-02-27T18:02:53,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",2/28/2011,82.7,75.3,79,89.5,75.3,81.3,74.3,85.9,0,,0,,,,,6.7,85.7,1009.3,93.8,8.4,,,,,2011-02-28T06:11:19,2011-02-28T18:03:03,0.92,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",3/1/2011,84.3,76.4,78.6,93.7,76.4,80.6,75.1,89.18,0.21,,25,,,,,4.5,78.8,1008.8,98.8,8,,,,,2011-03-01T06:10:46,2011-03-01T18:03:13,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",3/2/2011,83,74,77.5,92.1,74,78.7,74.2,89.54,0.52,,25,,,,,6.7,67.1,1009.4,96.3,6.7,,,,,2011-03-02T06:10:13,2011-03-02T18:03:23,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,98431099999
